txn_id,customer_id,txn_timestamp,txn_amount,txn_type,device_id,location,status
TXN00050,1329,2025-08-30 09:43:28,1002.83,TRANSFER,f9ad97ae-0ea7-41a6-9c5d-fb8d60e12973,"Morganville, AD",FAILED
TXN00051,1211,2025-06-15 10:15:05,4474.68,TRANSFER,d5de293b-b9a8-47ba-a6dc-e997b2c454a4,"North Carolyn, SM",PENDING
TXN00052,1964,2025-04-11 15:46:28,3283.93,WITHDRAWAL,3fa029a6-d0a7-4b72-805e-5adeb3030188,"Shannonfort, SG",COMPLETED
TXN00053,1791,2025-05-30 10:37:40,9053.84,DEPOSIT,a358c4d3-fc76-427b-80cd-11a8301c8108,"Allenstad, BD",COMPLETED
TXN00054,1162,2025-12-19 13:18:49,6828.94,TRANSFER,71be0c72-ad8c-485c-9355-9e80bc5e3e2f,"New Todd, SZ",FAILED
TXN00055,1476,2025-08-11 05:56:52,7577.02,WITHDRAWAL,f067dba1-6d8b-4bc3-992c-6a0e14d49d3a,"Hatfieldville, ES",COMPLETED
TXN00056,1917,2025-05-20 02:59:59,6168.87,WITHDRAWAL,24a63a6c-b641-4449-b1f0-90219b6fbe20,"East Tylerland, KI",PENDING
TXN00057,1854,2025-10-30 11:03:39,2665.35,WITHDRAWAL,dff1f5e3-fcba-4c80-8c7a-a939ff0dd3c2,"Jacksonmouth, CI",PENDING
TXN00058,1926,2025-06-24 15:26:07,1215.13,DEPOSIT,362e17d4-3e4c-443a-bdab-ba618a693650,"Port Sheryl, ME",PENDING
TXN00059,1765,2025-02-01 07:03:41,8833.16,WITHDRAWAL,077b1426-b73c-42ab-be4c-efed6f552c9e,"West Raven, IT",PENDING
TXN00060,1726,2025-03-21 02:07:58,8839.05,WITHDRAWAL,f395c213-79ee-42c0-aa7a-907d41f3f1b9,"Lake Derekside, ZW",PENDING
TXN00061,1479,2025-09-21 10:16:08,4216.24,TRANSFER,55327432-b118-4ad6-8ba8-8a28172730d8,"New Katie, US",PENDING
TXN00062,1121,2025-01-23 06:07:19,7494.52,DEPOSIT,b7aa53b6-e900-466f-a083-bf8857dda51e,"Valdezside, NZ",COMPLETED
TXN00063,1774,2025-10-21 17:38:19,8993.02,DEPOSIT,4a7d6fa1-1d9d-4b86-8253-fb27393aa0a9,"North Christophershire, ET",COMPLETED
TXN00064,1250,2025-09-28 10:29:25,2657.18,TRANSFER,209e6e48-5e24-438e-92a5-93c81db92330,"Stephanieshire, LK",PENDING
TXN00065,1443,2024-12-31 06:20:32,4112.11,WITHDRAWAL,309a8327-891d-47fe-970e-287a0fd7b0f2,"Whitneymouth, MM",PENDING
TXN00066,1892,2025-10-17 17:53:52,2226.29,DEPOSIT,850e6d30-2055-4dec-8beb-b43fef15b821,"North Randall, SO",COMPLETED
TXN00067,1954,2025-11-06 18:19:48,1575.52,TRANSFER,f1613bab-d0ef-4299-a50b-1c5a50e08a81,"Maryfort, KZ",PENDING
TXN00068,1115,2025-06-15 00:18:40,5391.41,TRANSFER,bf3f51d5-2557-482c-888c-6ea499f9a338,"New Lukehaven, FM",COMPLETED
TXN00069,1041,2025-02-13 17:11:01,9707.56,WITHDRAWAL,92efd363-b4de-44a4-9900-da4bff317846,"Welchborough, SA",PENDING
TXN00070,1094,2025-04-16 01:08:09,7282.77,DEPOSIT,fb2c2c83-0f0e-4767-a06f-fa15f76c432e,"Ericborough, ES",FAILED
TXN00071,1523,2025-12-06 17:16:16,9709.91,TRANSFER,0d74fc38-bc58-42ec-b34d-e663399e4d08,"Port Tony, MX",FAILED
TXN00072,1976,2025-04-18 19:46:13,1631.5,DEPOSIT,d9387dfb-e991-4f60-a8c4-a0cad0a4a31a,"North Amy, LU",FAILED
TXN00073,1790,2025-06-02 20:11:28,2701.16,DEPOSIT,c1f98e90-592a-487b-bd85-3cf8793228b9,"Myershaven, ZA",FAILED
TXN00074,1842,2025-04-12 23:04:05,4780.37,DEPOSIT,b37bdb99-31f1-4f8b-ac4d-e885b245b7d9,"Davismouth, GB",PENDING
TXN00075,1853,2025-10-15 11:13:46,2097.57,DEPOSIT,d98d213c-0ddb-4654-8e19-2f51dda8b391,"Stephenburgh, TR",PENDING
TXN00076,1987,2025-02-18 20:40:22,1586.01,TRANSFER,e5b015b4-4a84-425f-bb81-4ce1b22a2428,"East Jeffery, AE",PENDING
TXN00077,1242,2025-03-12 01:34:38,6299.75,TRANSFER,b9d859f5-5cba-4410-8256-8225a6b78891,"Lake Kristenberg, MT",PENDING
TXN00078,1324,2025-12-12 13:07:36,8080.86,WITHDRAWAL,2b10a823-d777-4933-adf0-1fe06d572692,"North Michaelfort, EE",PENDING
TXN00079,1735,2025-12-10 14:23:32,3964.73,DEPOSIT,a66ccf43-83f3-4f4e-baf3-6aec1e0a7157,"Brittneyberg, YE",COMPLETED
TXN00080,1697,2025-09-20 09:10:49,6859.12,TRANSFER,3da8b37a-1e69-47ef-88b3-c1113eb862c6,"Burnsburgh, TD",FAILED
TXN00081,1929,2025-09-28 15:35:34,4701.94,TRANSFER,cb9a6ed5-fdbc-4bdb-b119-779cc69e17c9,"Port Stevenfurt, IS",PENDING
TXN00082,1988,2025-08-18 10:52:49,6126.72,DEPOSIT,1eb85863-02f8-4044-9e08-e24971f34593,"North Davidhaven, GR",PENDING
TXN00083,1438,2025-01-08 01:21:11,670.72,DEPOSIT,7ac067a6-9297-4aac-bcc2-ed1892aef13c,"Heatherville, UA",PENDING
TXN00084,1778,2025-03-06 18:02:42,875.51,WITHDRAWAL,b3e6922d-a504-4925-bffc-ff637bf3f8f5,"Evansberg, BZ",COMPLETED
TXN00085,1867,2025-04-28 08:38:40,2538.35,DEPOSIT,cb93dab6-dcb9-4394-a8ac-64c4b6b98240,"South Lisa, AO",COMPLETED
TXN00086,1463,2025-05-23 09:17:47,7897.04,TRANSFER,cfec1804-c891-49c6-8952-9c51d1453eb7,"Brownshire, SO",COMPLETED
TXN00087,1669,2025-09-17 04:04:52,4777.28,DEPOSIT,c0e5ea1a-1fc4-4171-a6d5-dac6ca41e052,"Lake Priscilla, EG",PENDING
TXN00088,1607,2025-11-10 06:47:20,6021.4,WITHDRAWAL,8e023ef0-015c-49f4-ae10-6355b1f9ab31,"Mcbrideville, BB",FAILED
TXN00089,1985,2025-02-15 16:04:01,4086.33,DEPOSIT,167b6ea0-2945-4370-a713-72ab34cb7b9a,"Melissaton, BS",PENDING
TXN00090,1786,2025-12-23 07:48:43,2012.58,TRANSFER,f75ddff4-5d12-4e9b-8c6f-9a458192ef8f,"South Tiffany, KM",COMPLETED
TXN00091,1807,2024-12-30 16:23:18,711.5,DEPOSIT,f21f9823-f23b-4efb-8bd1-8d4a4cf41edd,"Donnamouth, CU",FAILED
TXN00092,1746,2025-07-29 06:47:05,3091.35,DEPOSIT,e92915a3-85cd-44bf-901c-93a3b1f22be5,"Catherinehaven, GE",PENDING
TXN00093,1508,2025-09-07 17:54:30,2936.05,TRANSFER,3cb29bf1-0b73-4a1c-91dc-01e5a9a14475,"East Donaldborough, CR",PENDING
TXN00094,1355,2025-08-07 10:25:25,5396.2,WITHDRAWAL,470367f7-5beb-41c7-977f-199a374e6538,"Lake Cindy, BO",COMPLETED
TXN00095,1205,2025-07-19 08:18:45,2400.22,WITHDRAWAL,e75641e0-a657-41db-a1bc-7c5642bb8f63,"South Stephen, IE",PENDING
TXN00096,1044,2025-09-03 14:00:13,9822.88,DEPOSIT,89310697-24ab-42a0-b1cb-c263f0b0e729,"North Crystal, IQ",COMPLETED
TXN00097,1415,2025-12-28 22:59:09,2860.89,DEPOSIT,b6e5dd9a-3150-47d2-a544-27ecb261ad5c,"Annehaven, UY",FAILED
TXN00098,1043,2025-02-28 12:39:22,5319.11,TRANSFER,fe11230e-50fc-4daa-a74b-369ed2524487,"Graybury, BO",FAILED
TXN00099,1313,2025-04-08 05:56:09,271.62,WITHDRAWAL,8c61e59f-af19-4390-9c28-5022880e6ddd,"Jonesland, ML",COMPLETED
TXN00100,1475,2025-11-27 12:37:42,5376.04,WITHDRAWAL,de6d4e25-2575-4bd1-85f3-e8a4c72fa86e,"West Alejandro, MT",PENDING
TXN00101,1234,2025-12-23 03:55:45,157.22,TRANSFER,1ae17565-f3a8-4aa0-a0ee-0cbc38e3c67d,"East Alishaport, TZ",COMPLETED
TXN00102,1077,2025-10-26 10:36:20,7975.66,DEPOSIT,59518620-8769-4e24-9875-589a7d57a51f,"Andreaville, BE",COMPLETED
TXN00103,1347,2025-03-02 23:23:10,312.0,WITHDRAWAL,2e408d57-63ba-4c3d-807a-be48f24e7fd6,"Lindaside, TG",PENDING
TXN00104,1474,2025-08-04 16:29:01,5949.0,WITHDRAWAL,97a1a2f6-7a13-4e90-a714-272ad9815a41,"West Albert, SG",FAILED
TXN00105,1861,2025-09-16 23:28:09,5177.83,WITHDRAWAL,60f91495-2486-47c2-a059-ad46a8560b74,"Brianstad, KN",PENDING
TXN00106,1866,2025-10-10 10:47:08,7502.98,WITHDRAWAL,b4effa29-6b12-45aa-9bd3-f580ad9f835f,"Whitestad, PT",FAILED
TXN00107,1125,2025-07-01 23:10:01,6082.92,DEPOSIT,8545b11f-6d82-4335-b3de-a9dc469c558b,"West Cynthia, BT",COMPLETED
TXN00108,1377,2025-12-11 11:20:29,4178.14,WITHDRAWAL,d862042e-500f-46b1-8544-a04968115a5c,"Lake Christopherbury, BW",PENDING
TXN00109,1735,2025-02-28 22:01:47,2422.98,TRANSFER,492d85a7-be50-4500-95a7-5ed90eb2858f,"Stokestown, NO",PENDING
TXN00110,1949,2025-09-03 18:26:54,783.32,WITHDRAWAL,7acabb76-22ec-4870-bb15-894aeeb47b07,"Robertsonside, MC",COMPLETED
TXN00111,1378,2025-02-14 03:56:13,5664.73,WITHDRAWAL,e92fd9fd-30af-4613-9dc4-f583038ef7af,"Lake Ronaldside, AE",FAILED
TXN00112,1962,2025-05-05 14:22:11,8956.59,TRANSFER,f36c1c45-a942-44d7-bd2d-fffffe85544c,"New Shaneburgh, GQ",PENDING
TXN00113,1626,2025-12-05 04:03:45,7367.67,DEPOSIT,399e1823-e75f-48ba-8605-2befc3828725,"North Michael, CR",PENDING
TXN00114,1277,2025-07-06 03:30:53,3354.18,TRANSFER,7ed99a6b-6c37-46c2-8d08-367ef3d5f737,"Jacksonville, LU",FAILED
TXN00115,1792,2025-11-29 06:40:28,367.37,WITHDRAWAL,d9cc8656-8a03-4e43-94ec-05953ff09d13,"West Kevinport, IN",PENDING
TXN00116,1343,2025-03-18 10:05:47,5083.63,DEPOSIT,64c46086-919f-402e-a194-c7b1bcef40f8,"West Sarah, BA",COMPLETED
TXN00117,1279,2025-07-06 19:40:22,8040.74,TRANSFER,768ae6fb-ef77-4124-8911-e215e4b70864,"Browntown, VE",COMPLETED
TXN00118,1656,2025-06-16 16:20:19,1932.22,DEPOSIT,0151ccb0-1b6f-4a9e-9a98-b7154c60b543,"Pamelaburgh, MZ",FAILED
TXN00119,1653,2025-05-09 01:20:31,8765.4,WITHDRAWAL,329245ba-7df6-4c1d-ae49-28ac19f145cc,"New Willieberg, NG",FAILED
TXN00120,1729,2025-02-13 20:30:01,4007.26,TRANSFER,c4fa84a4-27d7-44ce-81c4-e2297cc70b17,"Jeremyfurt, MR",FAILED
TXN00121,1624,2025-04-18 21:22:30,8615.51,WITHDRAWAL,89534e15-2ea3-4b78-a466-c9376da7c95b,"Danielmouth, KM",FAILED
TXN00122,1722,2025-11-02 00:24:36,4796.02,DEPOSIT,bf415c98-5a8e-4f05-a3ce-cf1e296df91f,"Smithborough, CG",COMPLETED
TXN00123,1725,2025-03-09 20:14:47,4936.07,DEPOSIT,6bca4f86-6500-4793-a238-dfc60a4e3ccf,"Rachelburgh, TL",PENDING
TXN00124,1778,2025-03-13 06:48:29,621.35,WITHDRAWAL,fba13732-aa4d-4bb8-b5ae-d2e97ab3137c,"Davidfort, SY",COMPLETED
TXN00125,1816,2025-06-29 12:48:39,4350.81,TRANSFER,532bd70a-209f-439f-b6dd-bd11ae864837,"Shawfurt, CO",PENDING
TXN00126,1632,2025-02-08 16:53:53,6959.56,TRANSFER,2049a289-056a-4b28-8aef-3c9e1b9dff1b,"West Vincent, LA",FAILED
TXN00127,1270,2025-03-26 23:25:19,8300.92,TRANSFER,6dfe8745-5796-4d64-9470-1dd2ada5beb9,"South Timothyport, RU",FAILED
TXN00128,1605,2025-01-29 19:20:43,6686.43,TRANSFER,2709f5b2-9e1b-456d-bf6c-5de56dcfcb58,"East Juan, CI",COMPLETED
TXN00129,1601,2025-11-11 01:44:24,3144.67,DEPOSIT,aa94a1d4-3f52-4dae-b371-d64dfe87a17b,"Gonzalezville, ME",PENDING
TXN00130,1273,2025-09-23 06:26:22,7994.63,TRANSFER,fe17ddb3-304c-4c7b-ae62-5a6f9c711439,"East David, MZ",COMPLETED
TXN00131,1708,2025-01-13 15:43:43,6371.74,WITHDRAWAL,256df639-edd9-436e-b132-8995fd8ac696,"Smithborough, BW",COMPLETED
TXN00132,1363,2025-11-11 03:20:45,9970.52,TRANSFER,4e733dcc-8664-42ee-a844-a0e3615eca80,"East Matthew, QA",COMPLETED
TXN00133,1411,2025-01-22 01:03:44,6755.4,TRANSFER,4de5f2f7-0d39-4b57-a4d4-df156d54a501,"West Michaelstad, LC",COMPLETED
TXN00134,1972,2025-06-01 05:58:07,9852.99,WITHDRAWAL,2e874651-0c2c-47fa-a525-aeaf51e11799,"North Brettmouth, GH",FAILED
TXN00135,1967,2025-04-13 19:00:55,3177.97,WITHDRAWAL,19cb84c8-9b45-43bc-a892-464d47b885fa,"Lopezfort, MM",COMPLETED
TXN00136,1296,2025-05-01 15:57:01,5326.3,TRANSFER,037f5347-ab40-4561-98cd-99c91c8d23b4,"West Michael, ML",COMPLETED
TXN00137,1065,2025-09-27 19:43:24,9388.51,DEPOSIT,5f20ac06-9ace-4631-8763-810496c2e045,"Lake Joshua, TV",COMPLETED
TXN00138,1621,2025-05-19 19:54:40,1619.13,TRANSFER,a12ac11c-2167-4dca-9b3a-c54ce31f2212,"North Brendaborough, FI",PENDING
TXN00139,1826,2025-09-13 20:27:39,5122.69,WITHDRAWAL,f11afc00-132b-4f36-9940-4d24eced9c30,"Kevinfort, PS",COMPLETED
TXN00140,1333,2025-03-14 09:09:04,1544.68,DEPOSIT,20b99830-0b37-4468-a757-1245b8845902,"South Andrea, ID",PENDING
TXN00141,1938,2025-11-21 01:56:16,3418.63,WITHDRAWAL,e825049a-d899-49ba-9a7a-ee9fc2651976,"Patriciamouth, ZM",PENDING
TXN00142,1670,2025-09-18 11:24:48,260.44,DEPOSIT,7b9a21c4-1155-481f-afa5-f03fe92d6961,"Millshaven, AO",FAILED
TXN00143,1284,2025-03-01 13:59:26,5781.92,TRANSFER,2101d598-f7ad-4965-b25b-56dc462e9af3,"Brandonshire, BH",PENDING
TXN00144,1288,2025-10-16 14:29:55,3425.9,TRANSFER,d085449d-bd9f-42d7-b0b0-5a0bb19d1860,"Simpsonside, SG",COMPLETED
TXN00145,1763,2025-12-20 06:18:55,5933.75,DEPOSIT,82601132-c02f-424f-b010-0d7e2a5f66e4,"Hartfurt, MZ",FAILED
TXN00146,1648,2025-08-09 06:52:18,7258.29,WITHDRAWAL,28f5f5c2-00eb-4725-af1e-f8dc34f902b7,"New Heather, SG",PENDING
TXN00147,1547,2025-06-14 21:18:06,3666.28,DEPOSIT,4242fc5c-866b-429a-b877-e049b52f5e0d,"Melissaport, KN",PENDING
TXN00148,1615,2025-04-07 15:49:38,2860.94,DEPOSIT,0bad4234-3953-40c0-abcd-ce431e7d8f7b,"West Benjamin, CY",PENDING
TXN00149,1103,2025-12-09 11:57:42,1087.3,WITHDRAWAL,453b37f5-220a-49d3-ad60-1f49471b0cc7,"Lake Tinaborough, SN",PENDING
TXN00150,1602,2025-02-11 01:25:05,525.69,TRANSFER,9aebbc3e-a1f7-4157-98f3-4359a60da1aa,"Markside, IN",PENDING
TXN00151,1928,2025-09-20 05:03:21,5739.11,WITHDRAWAL,4b7e42df-9c8a-4631-a5f9-5507688928ad,"Tracietown, MK",PENDING
TXN00152,1611,2025-03-20 16:31:41,8409.46,TRANSFER,418860b9-2d3e-454b-8799-c04bf71925ae,"New Dianeshire, CD",PENDING
TXN00153,1392,2025-09-20 09:38:02,1171.73,WITHDRAWAL,a7610e80-f216-480d-a1c9-815eb0285484,"Mollyside, GA",PENDING
TXN00154,1350,2025-10-24 19:13:07,7310.27,DEPOSIT,343402ef-44cf-46ba-9302-e6e2387bccda,"Moorebury, ZA",FAILED
TXN00155,1043,2025-09-21 17:54:19,1061.81,DEPOSIT,7aa03208-e6f4-4dcf-a5f9-3ab95e5f310c,"South Hunterburgh, EE",COMPLETED
TXN00156,1818,2025-03-09 14:03:06,8459.65,TRANSFER,2e2f2127-babf-4375-b17f-b7867d929cc0,"Andrewburgh, EE",FAILED
TXN00157,1792,2025-10-25 00:55:54,7284.16,WITHDRAWAL,11c7bec9-3016-4ecc-9b9a-3a55aff745a0,"North Ronald, PH",COMPLETED
TXN00158,1039,2025-11-27 11:37:36,9086.18,WITHDRAWAL,b96c2da0-19a8-4c19-a70a-858cf86b2e95,"Lake Karen, AL",PENDING
TXN00159,1439,2025-08-07 20:29:24,5892.89,DEPOSIT,1c2b498f-054d-4360-a24d-347360bc6cbc,"Port Mariaton, CO",COMPLETED
TXN00160,1794,2025-03-31 07:07:23,8717.81,WITHDRAWAL,f047fbeb-2483-4458-8485-229515668483,"Port Tammyville, SR",COMPLETED
TXN00161,1206,2025-09-25 08:09:03,3302.03,WITHDRAWAL,15c04765-b51b-420f-9a4b-df2d56a0b8b4,"East Timothy, TM",PENDING
TXN00162,1018,2025-11-21 08:58:40,5316.99,DEPOSIT,54edfb70-4eb0-4866-a9c3-d598d0c24f21,"Mooreton, ST",COMPLETED
TXN00163,1356,2025-09-09 05:55:11,9723.56,WITHDRAWAL,056de195-1f81-4097-8b2a-3730a0a2e9bd,"North Amyville, SE",COMPLETED
TXN00164,1622,2025-11-19 05:00:03,8995.46,WITHDRAWAL,e983c62e-004f-4362-a44f-4ce36a5018b5,"North Jeremy, MV",FAILED
TXN00165,1791,2025-02-22 10:39:25,5921.95,DEPOSIT,ebf3ef99-39d3-4f2b-896e-c0c9a7c5f960,"Mcdanielville, RW",FAILED
TXN00166,1457,2025-03-02 12:58:34,8139.98,TRANSFER,f4dafcc8-1a0b-4310-b97a-4dc81c31d9b9,"Michaelmouth, CL",COMPLETED
TXN00167,1288,2025-05-11 05:33:43,612.77,TRANSFER,e545281b-15b5-4c25-ab7c-d628ecb948f7,"New Edwardchester, SM",FAILED
TXN00168,1166,2025-05-01 20:52:22,6241.92,DEPOSIT,2674d1ff-6cdc-43be-adef-57772e6df7e8,"Colleenport, MG",FAILED
TXN00169,1341,2025-11-15 04:09:42,9686.11,WITHDRAWAL,a9673fe1-7fce-4629-aa8e-55a545665e79,"Sarahland, AD",FAILED
TXN00170,1936,2025-11-10 04:15:11,3407.28,DEPOSIT,a7e60e4e-c71c-4ac2-a60d-76cafa61726a,"West Dylan, PE",COMPLETED
TXN00171,1389,2025-09-19 22:36:27,7744.38,WITHDRAWAL,d08ce31e-7a7a-452e-b9f1-5e65c9198c69,"North Beckyview, CY",COMPLETED
TXN00172,1503,2025-02-01 15:57:17,2009.5,DEPOSIT,c47d336f-2e8f-4f7f-a0a6-2edffea95b73,"Gomezfort, NO",PENDING
TXN00173,1638,2025-06-24 07:43:35,4555.06,DEPOSIT,cb22eb8d-9a0b-463d-a9f8-41b0f90c9f84,"Devonbury, MV",FAILED
TXN00174,1450,2025-06-01 11:05:50,2658.89,TRANSFER,7e1b2034-88a5-416f-89eb-56c17f421889,"South Christopher, VC",PENDING
TXN00175,1982,2025-06-02 14:57:50,5501.26,DEPOSIT,cfb0d68d-b189-45a6-86ce-c51b93efb5c4,"Lake Christopher, ML",COMPLETED
TXN00176,1562,2024-12-31 16:44:45,9677.61,TRANSFER,5cc624ef-0464-4f52-99c0-99f6fe709416,"Rosarioville, BH",FAILED
